,Normal_Samples,Exponential_Samples,Bimodal_Samples
27342,65.49,7.32,24.23
27343,58.63,10.43,30.49
27344,49.15,26.22,16.74
27345,50.37,12.39,24.54
27346,46.24,4.12,26.45
27347,54.04,2.93,35.6
27348,43.36,3.73,36.12
27349,48.43,7.63,35.75
27350,52.61,6.66,27.68
27351,48.25,26.81,28.23
27352,24.49,5.18,31.01
27353,54.04,9.12,16.76
27354,47.32,4.56,51.98
27355,59.81,34.25,34.04
27356,50.95,1.34,23.45
27357,66.65,8.9,27.09
27358,47.54,5.46,19.85
27359,52.1,3.42,11.53
27360,51.64,11.59,99.86
27361,63.2,7.42,37.12
27362,59.15,1.87,34.33
27363,72.81,8.13,41.14
27364,46.88,4.69,31.98
27365,62.38,10.93,43.56
27366,59.67,10.34,29.92
27367,51.3,7.5,23.55
27368,39.34,4.0,29.47
27369,53.08,8.0,36.42
27370,60.92,4.42,122.8
27371,34.99,6.36,32.11
27372,39.95,3.9,44.98
27373,53.13,23.32,33.97
27374,58.37,1.35,32.53
27375,44.76,26.54,31.72
27376,58.12,12.51,25.93
27377,64.79,22.55,25.49
27378,62.18,26.16,26.75
27379,56.72,5.02,27.25
27380,53.51,34.58,31.11
27381,50.05,10.58,19.22
27382,43.9,6.28,33.04
27383,52.35,1.22,20.59
27384,26.25,9.93,23.56
27385,57.36,17.7,42.51
27386,34.32,13.1,33.69
27387,47.49,10.0,27.56
27388,49.11,1.43,39.91
27389,45.41,1.28,24.99
27390,54.3,14.84,26.44
27391,57.01,19.77,28.45
27392,61.04,41.03,42.84
27393,40.11,2.27,40.98
27394,58.87,17.57,33.6
27395,37.7,24.19,36.73
27396,51.41,3.12,32.37
27397,60.05,8.1,24.52
27398,47.24,9.13,35.49
27399,45.24,10.48,38.66
27400,64.08,9.31,31.42
27401,37.72,4.48,26.84
27402,62.52,15.32,44.26
27403,53.25,3.26,36.94
27404,26.28,10.88,27.33
27405,45.39,1.88,26.55
27406,36.87,6.81,34.71
27407,55.63,9.88,35.64
27408,42.09,33.78,97.25
27409,72.32,1.05,21.34
27410,38.57,6.85,23.43
27411,51.94,4.1,38.52
27412,65.96,6.51,114.83
27413,40.31,2.91,32.18
27414,57.99,7.41,35.67
27415,56.16,10.73,14.91
27416,38.98,4.7,24.24
27417,39.31,31.82,37.94
27418,31.61,33.58,27.64
27419,63.68,20.33,37.72
27420,66.05,5.37,32.31
27421,56.78,13.33,31.27
27422,51.08,24.48,48.19
27423,37.73,4.76,90.16
27424,48.71,4.78,27.69
27425,57.64,7.86,35.36
27426,47.51,12.63,37.71
27427,48.64,13.62,30.64
27428,52.34,30.92,32.34
27429,57.77,2.89,84.52
27430,47.3,19.91,28.0
27431,55.09,2.18,24.34
27432,51.72,27.16,24.15
27433,57.58,15.2,23.88
27434,45.7,6.95,22.22
27435,51.39,10.55,23.24
27436,45.04,1.59,29.37
27437,46.84,20.53,26.82
27438,38.34,2.89,23.18
27439,43.46,7.21,30.44
27440,58.85,5.42,27.43
27441,47.29,3.0,33.03
27442,33.85,1.67,31.54
27443,39.38,28.89,19.53
27444,41.97,11.32,105.24
27445,62.23,9.82,33.25
27446,57.3,12.33,34.42
27447,55.18,2.38,45.44
27448,43.25,12.11,25.77
27449,59.85,9.58,29.79
27450,58.48,15.76,17.14
27451,63.82,56.48,91.0
27452,43.88,14.17,41.97
27453,55.27,2.11,105.05
27454,58.76,23.22,32.72
27455,53.2,6.63,34.36
27456,51.2,10.76,30.8
27457,49.66,33.12,34.13
27458,52.82,10.04,29.96
27459,38.72,5.88,39.59
27460,76.06,9.17,99.01
27461,64.06,10.94,17.61
27462,48.16,1.38,24.35
27463,48.36,22.38,99.25
27464,62.81,19.41,47.39
27465,46.78,3.84,23.32
27466,39.38,5.59,28.21
27467,47.25,3.88,35.97
27468,66.86,16.48,47.62
27469,60.77,14.38,28.49
27470,44.88,8.64,20.02
27471,57.27,8.8,92.51
27472,40.51,37.51,38.27
27473,30.62,15.01,39.52
27474,42.73,4.45,33.26
27475,57.25,2.69,46.82
27476,59.58,2.5,34.92
27477,30.84,10.27,24.43
27478,60.4,17.11,30.24
27479,56.85,42.95,21.58
27480,48.33,2.0,23.59
27481,44.68,3.87,31.58
27482,54.92,16.06,36.37
27483,46.06,4.39,27.47
27484,50.61,12.31,34.1
27485,77.45,3.55,32.24
27486,52.01,1.51,95.0
27487,50.2,5.42,27.18
27488,55.75,5.44,30.84
27489,50.34,16.14,101.31
27490,46.72,5.98,29.48
27491,25.9,26.2,31.48
27492,39.16,8.75,19.32
27493,64.11,2.39,35.61
27494,50.91,22.71,42.1
27495,50.24,18.59,31.7
27496,38.62,13.36,35.2
27497,55.23,4.96,9.58
27498,46.15,10.67,42.76
27499,44.78,2.0,28.87
27500,27.56,1.3,35.88
27501,57.24,1.63,104.19
27502,50.59,7.83,17.97
27503,53.64,9.93,39.71
27504,49.88,8.89,35.43
27505,66.29,1.11,40.57
27506,49.58,4.03,22.24
27507,46.93,14.31,43.39
27508,52.78,30.02,31.12
27509,41.53,21.01,21.97
27510,47.04,13.5,31.19
27511,47.58,4.2,53.89
27512,65.02,9.51,18.53
27513,34.19,7.74,26.74
27514,46.35,11.08,31.67
27515,41.57,3.06,11.7
27516,67.05,9.31,31.03
27517,45.67,9.74,98.23
27518,37.57,4.95,30.79
27519,48.51,9.63,98.38
27520,63.72,14.66,105.51
27521,30.86,8.9,33.7
27522,43.32,21.06,108.54
27523,59.52,1.01,20.22
27524,43.25,11.13,32.07
27525,55.66,5.09,106.47
27526,65.87,6.78,34.54
27527,32.79,29.25,25.35
27528,71.39,3.14,26.97
27529,47.51,13.37,37.88
27530,40.06,8.57,25.85
27531,59.0,12.7,30.33
27532,51.31,2.23,13.68
27533,40.8,9.98,36.31
27534,46.11,7.7,18.8
27535,59.68,41.69,40.74
27536,52.76,12.07,31.42
27537,55.75,35.23,31.16
27538,55.1,39.83,23.02
27539,32.64,39.69,89.59
27540,56.24,5.8,38.56
27541,38.44,1.87,25.74
27542,57.48,8.78,28.53
27543,50.42,9.1,94.84
27544,51.17,2.31,25.18
27545,42.42,1.86,25.32
27546,56.83,11.97,34.66
27547,53.99,31.19,21.0
27548,50.44,12.8,34.92
27549,52.11,6.98,101.73
27550,55.12,13.74,34.14
27551,43.67,1.61,76.7
27552,50.24,4.03,38.87
27553,48.41,11.0,31.73
27554,62.96,14.81,39.17
27555,47.24,6.84,35.05
27556,61.94,11.37,29.84
27557,24.94,6.13,33.69
27558,46.01,8.81,29.16
27559,62.68,3.9,40.67
27560,58.04,13.79,34.73
27561,54.52,4.74,32.39
27562,53.5,8.88,27.95
27563,45.41,11.44,23.0
27564,50.27,22.05,22.59
27565,44.44,32.5,30.31
27566,49.17,10.19,106.04
27567,56.71,14.48,54.35
27568,49.1,12.47,30.7
27569,52.54,9.38,30.62
27570,38.9,6.33,35.91
27571,71.87,10.58,20.73
27572,41.32,9.64,105.93
27573,46.3,8.87,14.85
27574,60.77,10.62,24.01
27575,54.75,5.08,37.49
27576,59.68,26.37,21.95
27577,44.38,4.32,32.57
27578,62.96,14.6,23.87
27579,52.31,8.42,20.19
27580,54.02,7.45,40.15
27581,49.78,15.85,26.2
27582,39.43,3.35,33.64
27583,53.38,10.58,40.02
27584,59.04,38.11,21.87
27585,47.4,4.26,30.86
27586,41.87,4.94,34.99
27587,43.64,9.9,106.04
27588,67.63,5.39,25.59
27589,57.17,1.88,25.55
27590,48.84,30.51,25.13
27591,43.47,31.98,22.11
27592,59.37,2.04,24.98
27593,54.43,11.79,27.87
27594,58.45,3.71,21.39
27595,40.81,46.23,35.2
27596,42.7,1.02,12.84
27597,53.82,35.37,14.75
27598,47.39,1.98,30.09
27599,46.34,13.63,38.19
27600,48.67,1.78,11.65
27601,53.12,44.04,28.65
27602,39.74,5.9,19.65
27603,32.79,6.9,36.79
27604,39.79,3.49,29.3
27605,59.51,3.78,43.27
27606,46.66,3.55,30.92
27607,49.06,4.09,30.1
27608,61.09,7.31,19.33
27609,62.98,6.9,28.39
27610,47.35,5.37,30.88
27611,38.88,15.25,96.88
27612,46.62,1.47,40.98
27613,29.62,2.97,100.07
27614,48.25,25.92,30.47
27615,40.16,1.09,20.77
27616,41.67,5.84,24.33
27617,48.51,9.44,27.38
27618,36.32,7.13,26.09
27619,58.77,6.6,43.04
27620,49.2,9.25,32.73
27621,55.96,21.03,33.88
27622,56.0,5.98,36.87
27623,54.89,16.32,17.33
27624,56.21,10.73,30.62
27625,47.97,4.42,30.12
27626,43.96,32.86,46.5
27627,66.18,29.24,38.68
27628,44.17,15.12,32.73
27629,27.82,5.66,15.5
27630,52.04,8.27,27.38
27631,57.81,15.6,32.49
27632,58.24,5.09,23.16
27633,47.84,11.69,19.63
27634,35.46,28.85,36.67
27635,64.55,14.6,23.22
27636,40.2,3.23,25.91
27637,49.53,24.11,31.27
27638,50.42,6.2,25.64
27639,48.38,6.56,34.82
27640,47.4,41.27,16.55
27641,31.92,18.57,39.25
27642,34.43,18.04,37.09
27643,52.08,21.02,30.7
27644,58.47,2.89,29.63
27645,49.13,1.45,26.52
27646,53.62,2.06,27.24
27647,37.17,9.87,23.18
27648,41.68,1.22,37.39
27649,51.2,8.05,28.97
27650,43.24,10.04,20.37
27651,46.53,20.58,40.0
27652,41.14,34.62,24.02
27653,57.6,1.16,32.77
27654,38.53,23.48,19.39
27655,33.74,17.74,28.78
27656,51.48,5.45,27.88
27657,55.75,28.26,26.53
27658,61.38,18.91,24.12
27659,49.82,15.51,29.67
27660,40.22,11.7,26.76
27661,36.49,4.9,29.31
27662,46.58,11.31,20.42
27663,35.4,22.49,35.93
27664,45.61,41.72,35.52
27665,42.65,1.5,12.47
27666,55.84,10.14,17.51
27667,58.22,16.57,42.83
27668,48.1,10.16,31.58
27669,59.69,8.89,31.6
27670,61.4,13.75,42.86
27671,54.88,16.6,47.22
27672,32.4,24.09,29.83
27673,36.31,14.26,74.54
27674,53.32,5.41,29.94
27675,42.85,17.65,11.66
27676,36.32,7.53,24.0
27677,60.79,5.8,30.05
27678,74.1,14.14,40.53
27679,46.09,3.49,30.74
27680,41.02,18.73,31.97
27681,63.19,5.23,48.22
27682,47.49,8.67,38.68
27683,52.88,3.4,34.5
27684,53.81,8.98,31.89
27685,58.4,2.0,17.43
27686,71.66,21.64,27.09
27687,43.6,19.13,37.5
27688,50.94,4.73,36.96
27689,52.16,4.06,107.43
27690,49.31,11.35,24.14
27691,32.78,7.4,34.21
27692,60.44,2.62,23.4
27693,53.22,4.84,32.44
27694,45.84,2.87,38.96
27695,59.18,30.65,27.6
27696,53.28,7.69,28.89
27697,40.6,29.62,16.86
27698,51.92,11.66,14.35
27699,64.9,42.07,20.08
27700,61.15,18.53,28.21
27701,59.31,1.21,15.6
27702,35.78,26.86,24.8
27703,50.1,15.2,22.0
27704,61.25,5.78,21.82
27705,48.72,5.78,31.42
27706,61.05,38.15,28.37
27707,63.84,3.18,25.73
27708,35.09,20.01,34.09
27709,61.61,8.94,25.53
27710,44.75,5.06,36.66
27711,72.61,9.44,28.65
27712,41.38,13.43,39.81
27713,36.49,14.61,28.74
27714,51.76,1.91,27.44
27715,45.43,30.24,38.43
27716,43.04,9.92,46.82
27717,52.85,15.81,21.63
27718,38.69,14.59,33.77
27719,48.38,10.13,23.28
27720,58.02,6.48,12.45
27721,52.78,27.45,29.42
27722,41.0,4.86,32.1
27723,40.64,7.02,31.95
27724,53.36,2.14,30.51
27725,39.52,1.86,37.4
27726,38.73,2.1,26.01
27727,38.21,1.23,30.55
27728,59.22,13.78,29.06
27729,37.6,7.27,28.83
27730,43.37,11.08,27.8
27731,52.46,9.28,33.99
27732,37.11,3.45,29.25
27733,52.84,7.51,26.27
27734,28.61,11.06,24.68
27735,36.56,11.1,17.79
27736,57.62,7.12,44.83
27737,51.77,12.93,25.43
27738,54.42,16.97,97.13
27739,59.39,20.86,35.66
27740,47.74,22.91,28.56
27741,56.2,1.44,30.97
27742,63.2,22.99,31.25
27743,44.1,16.24,37.3
27744,42.95,15.51,34.2
27745,55.22,31.04,24.94
27746,53.97,11.09,19.96
27747,47.43,5.2,34.44
27748,56.53,9.93,28.21
27749,50.69,9.28,23.86
27750,57.89,10.45,36.88
27751,48.42,3.12,26.22
27752,42.43,22.68,32.2
27753,75.33,1.32,38.71
27754,61.33,1.65,36.75
27755,56.14,10.9,23.52
27756,48.77,3.78,25.78
27757,44.16,1.84,16.78
27758,49.32,2.75,27.99
27759,71.75,16.05,29.85
27760,49.69,1.65,81.15
27761,52.06,12.78,100.63
27762,48.61,26.32,27.57
27763,57.28,5.6,114.77
27764,54.05,29.43,46.53
27765,72.93,9.71,33.57
27766,46.14,14.95,27.78
27767,58.35,16.04,22.96
27768,75.35,15.22,40.06
27769,52.06,3.94,31.38
27770,59.06,3.34,33.69
27771,58.56,3.73,30.74
27772,44.38,26.31,32.07
27773,51.72,24.05,35.08
27774,53.7,3.94,16.85
27775,47.43,26.2,30.12
27776,35.47,7.31,37.34
27777,61.37,23.31,20.7
27778,42.44,4.51,27.52
27779,50.9,18.2,33.56
27780,45.44,3.81,32.99
27781,63.18,62.02,34.42
27782,43.34,3.15,108.81
27783,54.58,27.56,113.47
27784,56.13,15.56,42.03
27785,70.36,2.17,40.89
27786,71.34,7.48,31.01
27787,58.42,3.61,24.66
27788,56.33,13.3,25.74
27789,48.01,26.05,30.66
27790,52.85,10.17,23.7
27791,59.36,4.12,25.57
27792,39.14,3.96,34.59
27793,34.64,1.1,40.45
27794,57.55,40.25,32.54
27795,41.83,5.67,21.91
27796,31.64,20.28,114.74
27797,57.48,20.32,48.67
27798,53.24,9.05,25.82
27799,60.47,3.09,17.5
27800,30.98,9.8,26.96
27801,55.56,2.78,30.85
27802,50.05,6.87,73.22
27803,42.94,15.68,28.79
27804,59.36,11.06,21.63
27805,50.04,2.12,32.71
27806,35.92,1.74,37.6
27807,50.47,2.05,42.14
27808,47.06,3.41,30.81
27809,54.49,19.44,30.88
27810,48.6,26.59,102.28
27811,39.28,11.04,25.62
27812,60.22,3.07,24.52
27813,66.4,9.27,28.34
27814,46.02,9.82,106.83
27815,50.29,2.66,15.29
27816,31.76,2.98,22.62
27817,68.99,5.86,17.58
27818,54.23,3.85,112.74
27819,42.44,25.85,40.63
27820,41.23,4.39,22.92
27821,35.31,4.62,21.63
27822,64.01,17.71,33.65
27823,54.95,1.09,108.61
27824,43.91,6.96,28.87
27825,60.45,15.92,19.4
27826,35.85,2.04,13.56
27827,46.86,12.81,49.5
27828,47.71,4.87,31.88
27829,47.95,5.36,48.37
27830,51.58,3.17,17.56
27831,60.94,1.45,28.7
27832,47.55,23.58,112.7
27833,43.59,1.99,22.52
27834,42.11,3.8,109.38
27835,55.99,5.71,12.39
27836,57.94,2.43,31.76
27837,57.25,10.06,103.54
27838,48.76,2.32,43.83
27839,53.01,12.58,43.98
27840,57.65,1.43,29.61
27841,53.07,5.47,29.28
27842,56.17,5.71,18.7
27843,53.3,6.44,37.83
27844,40.34,1.77,93.85
27845,39.3,6.96,40.74
27846,50.09,17.07,115.02
27847,44.32,19.19,19.69
27848,57.34,16.45,32.87
27849,48.16,19.48,23.52
27850,51.22,22.67,31.53
27851,61.53,5.71,107.88
27852,62.17,3.56,37.21
27853,38.09,2.53,32.9
27854,40.68,13.41,21.56
27855,34.88,4.42,37.4
27856,46.21,10.88,100.98
27857,56.0,9.29,47.02
27858,33.55,4.28,37.96
27859,32.76,7.83,33.99
27860,42.75,1.16,79.34
27861,46.09,18.78,19.34
27862,37.84,10.86,110.54
27863,49.07,17.88,34.17
27864,53.91,1.14,103.16
27865,41.41,57.27,24.87
27866,40.67,21.04,11.26
27867,50.11,10.57,124.36
27868,69.76,10.56,35.92
27869,34.33,1.76,31.22
27870,49.53,11.77,36.24
27871,54.41,4.97,43.44
27872,45.6,4.2,28.13
27873,63.99,7.98,21.06
27874,58.33,24.05,35.61
27875,66.93,4.1,42.44
27876,55.7,7.35,37.88
27877,51.89,18.98,37.92
27878,53.2,1.29,35.12
27879,53.56,4.76,22.16
27880,61.62,7.23,77.51
27881,56.24,50.24,30.38
27882,60.66,5.69,34.34
27883,51.59,4.72,94.29
27884,57.47,5.95,15.01
27885,63.5,1.85,100.84
27886,54.17,10.68,25.64
27887,52.76,21.96,19.96
27888,43.36,1.78,18.15
27889,46.92,4.68,33.89
27890,54.78,1.26,50.74
27891,52.39,11.65,34.31
27892,45.62,5.95,26.13
27893,41.76,2.24,33.65
27894,42.9,2.78,35.54
27895,50.21,2.3,33.47
27896,68.9,17.64,37.53
27897,57.36,16.09,38.09
27898,49.22,4.88,31.91
27899,42.78,9.3,41.86
27900,54.04,3.29,47.87
27901,54.59,16.99,26.97
27902,42.54,2.91,22.91
27903,42.97,4.39,22.24
27904,49.64,21.7,26.38
27905,57.42,5.95,36.63
27906,43.79,2.74,22.44
27907,48.9,5.43,32.68
27908,43.19,3.89,38.09
27909,42.3,14.12,35.98
27910,51.77,24.27,36.43
27911,46.96,3.04,40.24
27912,35.88,2.13,32.7
27913,43.74,4.79,32.0
27914,43.17,12.65,35.29
27915,46.44,18.38,25.6
27916,56.1,17.66,33.2
27917,51.31,37.14,30.25
27918,36.39,26.72,27.19
27919,43.63,12.14,20.68
27920,35.07,1.49,23.89
27921,57.8,2.38,23.87
27922,44.71,26.04,14.37
27923,38.32,1.53,25.69
27924,22.95,12.4,27.36
27925,53.35,5.49,28.18
27926,24.48,1.04,42.06
27927,57.21,9.64,22.5
27928,32.31,1.82,20.56
27929,56.99,10.96,37.68
27930,57.82,19.93,30.23
27931,51.04,4.98,12.21
27932,43.74,3.8,19.82
27933,59.74,58.37,16.61
27934,41.41,1.15,97.61
27935,49.04,5.8,20.12
27936,42.21,15.0,126.77
27937,49.3,22.96,33.75
27938,41.79,5.74,18.71
27939,44.98,7.28,23.61
27940,50.35,17.16,28.36
27941,34.95,14.0,27.61
27942,54.65,6.67,32.41
27943,56.36,27.37,43.04
27944,47.46,18.6,28.88
27945,47.26,12.18,31.17
27946,56.86,3.21,105.72
27947,61.41,14.22,29.96
27948,49.39,4.98,23.8
27949,42.19,9.04,91.42
27950,31.4,2.02,29.51
27951,62.64,16.58,85.06
27952,48.64,2.57,24.38
27953,56.46,3.9,36.7
27954,56.1,1.04,27.48
27955,34.3,7.56,30.0
27956,39.17,10.46,38.31
27957,53.35,24.6,30.23
27958,58.93,4.67,40.39
27959,55.8,3.95,36.95
27960,58.12,19.56,36.71
27961,38.91,6.15,26.64
27962,53.99,4.45,30.94
27963,42.48,2.03,22.02
27964,53.55,19.98,31.12
27965,39.51,13.08,34.09
27966,45.43,44.71,28.88
27967,55.97,1.28,32.5
27968,46.7,7.19,9.64
27969,58.68,1.55,28.32
27970,53.17,2.3,30.62
27971,45.71,1.39,29.08
27972,60.09,4.56,43.11
27973,31.21,2.74,32.47
27974,67.91,54.13,33.4
27975,67.06,2.6,20.04
27976,48.66,23.82,90.51
27977,68.08,4.23,30.67
27978,48.38,29.06,37.81
27979,50.19,9.15,27.91
27980,35.39,1.69,36.76
27981,48.71,16.22,32.59
27982,69.31,14.65,100.47
27983,55.34,20.13,19.37
27984,48.26,3.59,30.66
27985,59.44,21.61,34.42
27986,45.47,3.29,43.6
27987,56.14,3.53,22.46
27988,60.26,14.52,20.35
27989,52.68,4.8,35.44
27990,63.58,7.27,40.1
27991,56.24,1.31,20.13
27992,45.08,1.78,38.45
27993,43.32,1.7,28.38
27994,55.72,33.75,33.56
27995,32.54,22.9,31.42
27996,55.15,2.76,24.38
27997,67.8,15.5,91.51
27998,51.73,38.33,25.63
27999,55.73,11.93,20.96
28000,70.07,4.42,36.56
28001,27.26,13.28,102.64
28002,34.33,3.38,22.84
28003,53.09,15.3,36.59
28004,56.53,1.08,92.23
28005,56.31,7.06,49.51
28006,57.44,11.09,98.1
28007,42.78,37.53,32.51
28008,52.9,12.63,36.44
28009,42.29,29.6,93.42
28010,43.12,3.21,30.01
28011,43.58,29.61,103.74
28012,45.65,18.51,21.29
28013,45.71,1.79,105.79
28014,48.89,43.01,38.43
28015,49.32,18.92,37.28
28016,35.06,28.92,18.22
28017,48.04,10.22,43.18
28018,40.98,17.96,26.52
28019,54.45,6.35,22.19
28020,50.02,1.24,32.47
28021,35.99,2.12,26.86
28022,40.08,1.64,31.43
28023,48.98,19.18,24.91
28024,65.16,13.58,47.31
28025,48.99,32.2,37.39
28026,48.26,6.4,27.53
28027,47.26,9.7,17.82
28028,65.47,11.33,27.69
28029,50.67,2.27,36.21
28030,40.88,5.31,17.87
28031,35.91,10.02,25.77
28032,59.62,7.32,24.86
28033,48.36,2.09,14.75
28034,50.26,7.96,16.33
28035,50.77,7.36,28.22
28036,51.99,1.56,32.05
28037,51.79,2.91,18.76
28038,43.92,5.09,22.04
28039,58.35,1.16,27.66
28040,47.26,4.26,39.0
28041,61.3,6.27,23.83
28042,40.14,12.89,23.62
28043,59.89,1.85,31.43
28044,62.56,2.08,22.9
28045,48.67,9.76,17.07
28046,52.44,5.23,31.5
28047,80.58,16.03,35.09
28048,50.13,4.5,101.63
28049,52.69,8.92,34.04
28050,47.22,26.45,15.61
28051,45.01,6.83,35.58
28052,53.28,13.11,39.6
28053,54.64,2.44,30.09
28054,31.17,32.62,31.53
28055,71.14,8.33,40.45
28056,46.09,13.02,28.45
28057,57.5,2.96,37.91
28058,30.1,10.09,28.47
28059,52.5,3.63,26.17
28060,41.04,1.22,29.54
28061,44.42,9.25,94.62
28062,29.84,12.13,26.86
28063,66.51,36.18,22.32
28064,46.72,4.35,21.07
28065,30.88,12.6,26.83
28066,61.69,10.3,35.07
28067,51.57,3.15,29.84
28068,41.83,22.15,81.97
28069,53.2,2.48,22.34
28070,50.19,10.8,23.62
28071,68.33,11.29,27.49
28072,44.66,1.09,23.25
28073,84.32,9.66,30.97
28074,72.67,7.86,33.2
28075,57.96,2.54,21.17
28076,42.97,9.35,39.37
28077,59.59,18.08,15.58
28078,47.1,8.39,27.09
28079,50.54,9.58,97.45
28080,51.89,5.76,26.05
28081,29.56,24.47,26.47
28082,55.16,11.53,23.41
28083,61.16,15.39,46.02
28084,53.21,35.12,25.12
28085,52.69,24.02,32.81
28086,60.63,12.59,101.68
28087,53.42,3.43,88.5
28088,40.38,21.96,21.22
28089,48.87,1.5,31.22
28090,31.85,1.12,32.91
28091,39.58,3.47,85.76
28092,60.89,8.76,27.54
28093,54.03,2.35,29.52
28094,38.71,10.26,19.68
28095,43.42,17.18,26.14
28096,42.56,14.71,33.4
28097,55.26,1.67,45.9
28098,39.58,6.91,12.94
28099,59.66,2.94,22.7
28100,46.82,29.3,36.98
28101,32.72,19.05,19.8
28102,63.09,15.0,30.09
28103,53.0,26.81,18.27
28104,47.53,11.99,37.93
28105,63.34,10.61,33.38
28106,45.75,21.2,32.45
28107,54.72,17.74,35.68
28108,77.56,21.46,27.79
28109,54.34,5.02,18.94
28110,46.97,35.25,13.95
28111,54.61,9.31,25.29
28112,39.68,3.45,40.07
28113,61.41,3.44,25.77
28114,53.93,6.11,29.83
28115,40.03,1.08,34.64
28116,59.35,10.99,118.7
28117,48.2,11.44,30.2
28118,58.97,4.44,29.25
28119,46.14,19.24,18.89
28120,58.34,29.78,17.96
28121,33.64,13.75,28.36
28122,53.98,8.2,28.27
28123,46.02,7.95,31.26
28124,58.74,13.91,35.0
28125,37.91,9.97,37.37
28126,45.41,8.14,15.96
28127,60.0,14.04,18.04
28128,45.15,5.0,22.05
28129,74.72,2.25,27.83
28130,41.89,4.89,23.41
28131,44.99,14.57,36.83
28132,48.71,16.33,32.12
28133,37.58,8.34,42.03
28134,46.08,7.62,9.05
28135,47.93,10.68,22.66
28136,44.63,4.95,26.56
28137,61.39,20.51,32.43
28138,50.04,14.98,29.36
28139,50.03,16.73,24.94
28140,58.96,1.75,22.81
28141,63.2,4.2,23.15
28142,37.89,1.73,46.03
28143,70.22,10.16,29.6
28144,56.79,4.42,33.48
28145,39.85,11.14,19.06
28146,43.93,6.33,29.42
28147,63.83,2.72,27.19
28148,49.1,32.02,30.97
28149,49.97,46.73,93.32
28150,42.05,3.96,37.64
28151,49.08,8.95,17.17
28152,48.74,9.69,33.96
28153,64.13,5.16,34.64
28154,38.74,1.39,25.9
28155,41.49,2.83,18.62
28156,34.48,22.15,122.64
28157,51.08,2.07,104.99
28158,60.31,4.64,33.16
28159,36.75,3.0,31.95
28160,44.46,7.83,33.57
28161,45.19,19.33,93.88
28162,43.88,6.72,38.95
28163,46.72,8.17,26.47
28164,69.77,10.59,33.29
28165,61.64,1.57,32.68
28166,47.19,20.54,100.8
28167,64.56,4.97,29.91
28168,49.35,5.07,102.03
28169,31.73,10.0,18.82
28170,48.06,7.98,45.03
28171,63.14,3.02,40.99
28172,44.66,19.28,18.09
28173,37.42,16.26,34.03
28174,42.82,36.35,35.8
28175,58.31,4.08,45.53
28176,43.04,22.05,34.08
28177,47.27,2.24,34.12
28178,56.62,30.53,24.22
28179,59.05,2.47,46.06
28180,36.29,7.68,31.36
28181,41.78,5.99,32.28
28182,41.34,14.36,18.37
28183,50.96,7.97,44.87
28184,59.15,3.08,32.64
28185,45.13,14.91,19.36
28186,50.34,13.46,43.77
28187,54.06,1.61,23.75
28188,46.95,4.55,48.17
28189,56.94,15.63,33.62
28190,63.31,1.4,31.78
28191,49.04,9.93,30.74
28192,60.68,11.67,28.29
28193,58.56,30.39,107.19
28194,50.88,10.11,32.59
28195,51.71,4.14,29.55
28196,50.97,16.84,24.64
28197,51.75,4.46,13.73
28198,37.79,2.76,27.0
28199,44.71,5.5,39.6
28200,52.61,5.3,36.24
28201,37.66,1.37,5.37
28202,67.43,4.42,26.2
28203,40.71,3.93,43.96
28204,33.8,6.47,32.71
28205,47.56,10.49,30.8
28206,57.65,21.59,37.35
28207,69.8,14.64,27.02
28208,56.77,2.92,29.13
28209,48.02,2.44,46.76
28210,51.85,7.31,24.31
28211,47.39,8.29,107.0
28212,52.11,1.55,103.59
28213,42.28,20.16,24.0
28214,43.57,10.46,33.65
28215,46.28,11.15,23.98
28216,55.67,18.43,28.66
28217,49.25,74.71,33.84
28218,61.55,5.59,13.69
28219,39.59,2.78,16.01
28220,40.16,2.74,23.45
28221,41.74,8.37,41.11
28222,53.29,12.48,30.5
28223,36.27,7.04,24.46
28224,52.98,1.24,25.26
28225,51.75,9.91,33.95
28226,53.21,15.83,36.46
28227,56.06,2.69,23.44
28228,31.22,7.54,29.9
28229,53.09,12.67,19.69
28230,37.57,16.26,31.43
28231,46.44,3.76,45.77
28232,45.59,16.87,19.72
28233,36.0,11.63,19.47
28234,52.2,23.79,40.4
28235,55.82,10.97,37.0
28236,60.5,10.2,115.04
28237,53.11,23.69,35.51
28238,49.44,11.71,28.82
28239,58.01,7.65,30.81
28240,43.6,32.64,35.18
28241,27.83,21.77,37.43
28242,69.41,3.72,25.94
28243,30.88,5.53,84.24
28244,55.31,4.72,22.48
28245,36.16,4.68,19.85
28246,47.42,11.8,20.27
28247,50.96,6.3,15.7
28248,52.53,39.53,38.0
28249,30.26,13.48,32.18
28250,35.06,5.75,41.41
28251,48.15,41.01,28.24
28252,58.36,5.65,35.97
28253,45.44,8.15,26.44
28254,48.28,29.27,31.87
28255,51.4,18.0,32.66
28256,53.89,10.44,46.07
28257,47.31,7.85,8.54
28258,47.26,18.91,78.27
28259,45.49,7.16,24.98
28260,42.58,6.58,27.61
28261,37.45,11.73,28.13
28262,55.58,1.21,14.74
28263,28.64,14.77,37.28
28264,45.19,13.05,30.35
28265,45.28,12.6,35.99
28266,52.69,7.19,105.62
28267,49.17,1.71,22.34
28268,39.34,8.68,39.32
28269,50.92,3.4,89.66
28270,65.33,25.29,93.2
28271,65.41,7.15,33.72
28272,33.37,11.52,27.11
